"Airport","Page_Rank_Score"
"SLC","0.4050243646764725"
"SFO","0.3862052383968784"
"MBS","0.00640770482566788"
"ROC","0.025563214187547072"
"RKS","0.0041560746508965156"
"ROW","0.0010366091056521424"
"RST","0.005501306191681694"
"RAP","0.007366757713852836"
"RDD","0.0017346509730422745"
"FSD","0.010956645384424214"
"SEA","0.30757841450057427"
"GEG","0.030413683071331517"
"SBN","0.0074275379262886"
"SIT","0.015555191882257752"
"SGU","0.003715560400107864"
"SGF","0.010064786799108183"
"SPI","0.0017170196460439312"
"UST","7.284345222474812E-4"
"STC","6.390814670307221E-5"
"STL","0.21765598164978264"
"SUX","9.726539738297875E-4"
"SHV","0.013393102425969404"
"TLH","0.008308813127683728"
"SYR","0.020292353943211775"
"SUN","0.0029949595806977487"
"SCE","8.312843861521291E-4"
"KSM","0.010715587295340926"
"PIE","4.628426786283854E-4"
"TPA","0.12786153358567864"
"TUS","0.039098781169268355"
"TTN","0.010209154992821226"
"TVC","0.005864915280149886"
"TOL","0.003950972942754088"
"TXK","0.0019590605164350925"
"TEX","6.454207605995803E-5"
"ACT","0.0025201048337837933"
"VIS","3.8210844572809374E-4"
"VEL","9.67733592501411E-5"
"VCT","2.194482819952583E-4"
"VPS","0.00837226459016482"
"VLD","0.0014211408964315603"
"DUT","0.0028119779330061196"
"TYR","0.003339556760010667"
"TWF","0.002347140289015173"
"DCA","0.15447365927164003"
"IAD","0.1359791305528685"
"PBI","0.045610440702933804"
"ALO","4.2970823533029773E-4"
"ART","1.6976438565850243E-4"
"ILM","0.005669424211125795"
"ILG","1.1052111931387984E-4"
"ORH","3.4487886358721277E-4"
"ISN","0.001253205049988546"
"SPS","0.0018092396836350607"
"HPN","0.016355597361851104"
"WRG","0.016426224053187752"
"YUM","0.0038875772584241876"
"YAK","0.015274946971203322"
"WYS","4.374663605691493E-4"
"AVP","0.003940045362616192"
"SBA","0.013406925344873043"
"SAV","0.01668944298440138"
"SRQ","0.01087042669240948"
"CIU","2.2044177092678057E-4"
"SAF","0.0012420935653133175"
"SMX","0.0013488498833380848"
"SNA","0.08526793029993296"
"SJC","0.10140362262075736"
"SBP","0.005540416449330422"
"SJU","0.05775288815638285"
"DAL","0.09100593441190122"
"PVD","0.0366775672762862"
"MEI","0.010505400946946863"
"BMI","0.004041074723917241"
"MDT","0.01467366482037519"
"HRL","0.008614780586994464"
"GUC","8.668026122987509E-4"
"GPT","0.006792947162271902"
"CMX","5.994049708437003E-4"
"GST","2.3132249929531056E-4"
"GUM","0.011258317212920217"
"GRR","0.0234244346905095"
"GRB","0.010533085381311702"
"GTF","0.009105653209978408"
"GJT","0.005594189865779407"
"GFK","0.0031690726917965924"
"GNV","0.00399338653534003"
"GCC","0.0035805950179212493"
"FAT","0.02444231973850479"
"FWA","0.007982241073716777"
"FSM","0.0030834951023586015"
"GRI","3.7643153992238093E-4"
"FLL","0.13182827191816893"
"FAR","0.009157310206153527"
"FAI","0.04418187303116453"
"EVV","0.0053496788483881645"
"XNA","0.015136681417081336"
"FAY","0.004390799723593451"
"FLG","0.0015214243634887198"
"DLH","0.004427592707816407"
"EUG","0.008124122998903215"
"ELM","0.005585883143163519"
"ERI","0.0017459352407107331"
"ESC","1.891910040009468E-4"
"EKO","0.0022585154803848664"
"ELP","0.04272914861284007"
"DTW","0.37639246661234715"
"DRO","0.002961027823910752"
"EAU","7.593116601192409E-4"
"IPL","7.141013373716083E-4"
"EGE","0.0031717774076742726"
"DBQ","0.0011224705362573712"
"DHN","0.0018575461690428685"
"DVL","0.0113477325428983"
"DIK","4.809084505259215E-4"
"DLG","0.005274313157445377"
"STX","0.0021132172484954834"
"CIC","0.0012234791160992205"
"CVG","0.16010246121356778"
"CLE","0.11186132144746253"
"CHA","0.00705725319255769"
"CYS","7.954336599992948E-5"
"CHO","0.002267870363284265"
"STT","0.008072510304230599"
"COS","0.025940603547123454"
"CLL","0.0029985987636202203"
"COD","0.00149866938964903"
"FNT","0.006557210902076062"
"FLO","4.1195370351790897E-4"
"CMH","0.06467975622137047"
"CSG","0.002325634635873325"
"GTR","0.0015538959970253262"
"DAY","0.025033036730644657"
"CDV","0.013870246730634776"
"DEN","0.5278605364629866"
"DSM","0.02126601391880366"
"CRP","0.011011081869159715"
"CEC","0.002108251480046893"
"PUB","9.242672858738842E-5"
"DAB","0.005393929658408802"
"SCC","0.007169216974133887"
"DRT","3.2749212006438115E-5"
"COU","5.791407694968464E-4"
"CAE","0.013897644395347328"
"UTM","1.6461425213915084E-5"
"SPN","3.20207871345527E-4"
"SHD","0.0"
"RFD","2.951513397266844E-6"
