"Airport","Page_Rank_Score"
"UST","0.014427377823183913"
"STC","0.013771961392778599"
"STL","0.22838108053126888"
"SUX","0.014668249287556544"
"SHV","0.026918426689266826"
"TLH","0.021903837553808734"
"SYR","0.03372309685483388"
"SUN","0.01666283124971897"
"SCE","0.014528817725569777"
"KSM","0.02427761742442003"
"PIE","0.014165426959387144"
"TPA","0.13981761821244715"
"TUS","0.05227170809856561"
"TTN","0.023778127766560356"
"TVC","0.01949344292922574"
"TOL","0.017605738692129246"
"TXK","0.015641133252550666"
"TEX","0.013772586631642714"
"ACT","0.016194486252985932"
"VIS","0.014085799506382482"
"VEL","0.013804376058448514"
"VCT","0.013925369239343677"
"VPS","0.021966419164672988"
"VLD","0.015110587934618228"
"DUT","0.01648235808450942"
"TYR","0.017002704370643603"
"TWF","0.016023892866943043"
"DCA","0.1660649201473043"
"IAD","0.1478239316162543"
"PBI","0.05869409975167845"
"ALO","0.014132746753831558"
"ART","0.01387636645603205"
"ILM","0.019300631833457087"
"ILG","0.013817935351440703"
"ORH","0.014049080301953213"
"ISN","0.014944954308830836"
"SPS","0.015493366302963897"
"HPN","0.029840308991348072"
"WRG","0.02990996746636237"
"YUM","0.017543212094757447"
"YAK","0.02877447316056675"
"WYS","0.014140398523479557"
"AVP","0.01759496091741552"
"SBA","0.02693206011075169"
"SAV","0.03016957794784221"
"SRQ","0.024430334139132284"
"CIU","0.013926349108605619"
"SAF","0.014933995150714086"
"SMX","0.015039287953916495"
"SNA","0.09780792762526308"
"SJC","0.11372241687991333"
"SBP","0.019173392629954846"
"SJU","0.07067008725075076"
"DAL","0.10346726984420249"
"PVD","0.049883686455803794"
"MEI","0.02407031250582819"
"BMI","0.017694605274339373"
"MDT","0.028181433944268752"
"HRL","0.022205610526833827"
"GUC","0.014563849034863222"
"GPT","0.020408752487833456"
"CMX","0.014300117128785466"
"GST","0.013937080673837577"
"GUM","0.02481290709589857"
"GRR","0.03681224012842226"
"GRB","0.024097617416237997"
"GTF","0.02268975381170534"
"GJT","0.019226428870436376"
"GFK","0.016834557456477398"
"GNV","0.017647570839770595"
"GCC","0.01724043825210383"
"FAT","0.03781617106219967"
"FWA","0.021581742453060025"
"FSM","0.01675015304416767"
"GRI","0.014080200424877435"
"FLL","0.1437299768093543"
"FAR","0.022740702645769027"
"FAI","0.05728511621320508"
"EVV","0.018985269837309887"
"XNA","0.02863810307915891"
"FAY","0.018039535918700174"
"FLG","0.015209496622709692"
"DLH","0.018075824510501534"
"EUG","0.021721679328956855"
"ELM","0.01921823602409403"
"ERI","0.015430929696175688"
"ESC","0.013895526756235966"
"EKO","0.015936483009553647"
"ELP","0.05585230709130856"
"DTW","0.3849414582348898"
"DRO","0.01662936466098877"
"EAU","0.014457831668553802"
"IPL","0.014413241130926985"
"EGE","0.016837225093596177"
"DBQ","0.014816012025313099"
"DHN","0.0155410105581757"
"DVL","0.02490109663743443"
"DIK","0.014183245068893933"
"DLG","0.018910937329300277"
"STX","0.015793176660861125"
"CIC","0.014915635885669309"
"CVG","0.17161655724103805"
"CLE","0.12403675185215235"
"CHA","0.02066943516542107"
"CYS","0.013787382269958614"
"CHO","0.01594570964702422"
"STT","0.0216707741890695"
"COS","0.03929391500392723"
"CLL","0.016666420543339836"
"COD","0.01518705359519892"
"FNT","0.02017624791937584"
"FLO","0.014115235617641575"
"CMH","0.0775019953707609"
"CSG","0.01600268203328092"
"GTR","0.015241523104915994"
"DAY","0.03839878995682352"
"CDV","0.027389029856365803"
"DEN","0.5343330630159021"
"DSM","0.034683408994601324"
"CRP","0.024569061084000563"
"CEC","0.01578827896778141"
"PUB","0.013800089015438463"
"DAB","0.019028914016101902"
"SCC","0.020779864043424946"
"DRT","0.013741229613716602"
"COU","0.01428013072794338"
"CAE","0.02741605192842823"
"UTM","0.013725165115042622"
"SPN","0.014024747522601367"
"SHD","0.013708929358344103"
"RFD","0.013711840409652705"
